market,symbol,tf,score,reasons,entry,stop,tp1,tp2,rr_tp1,rr_tp2,signal,rank_score
stock,NVDA,1h,30,"['Precio > EMA200', 'EMA50 > EMA200']",188.94009399414062,185.21924392700194,190.6535718133043,192.36704963246797,0.46050708527509343,0.9210141705501869,WATCH,21.368405668220074
stock,AMZN,1h,30,"['Precio > EMA200', 'EMA50 > EMA200']",242.02000427246094,223.57649696350097,244.07029183492938,246.1205793973978,0.11116581722351686,0.22233163444703216,WATCH,21.088932653778812
stock,AAPL,1h,23,"['RSI bajo', 'MACD cruce alcista']",261.53240966796875,259.36323199800404,262.9785281146119,264.42464656125503,0.6666666666666666,1.3333333333333333,AVOID,14.333333333333332
stock,META,1h,15,['EMA50 > EMA200'],649.3900146484375,640.2825,654.2650516152291,659.1400885820208,0.5352763245489838,1.0705526490979675,AVOID,9.428221059639187
stock,COIN,1h,15,['RSI 45–60 y subiendo'],245.6300048828125,224.35259574890136,249.08719462011177,252.54438435741102,0.16248170609218274,0.32496341218436414,AVOID,9.129985364873745
stock,PLTR,1h,15,['Precio > EMA200'],182.8000030517578,165.51825607299804,185.1633569529468,187.5267108541358,0.13675433994570574,0.2735086798914131,AVOID,9.109403471956565
stock,TSLA,1h,8,['MACD acelerando'],436.2449951171875,426.6360987854004,440.4869922075601,444.7289892979326,0.44146559020932347,0.882931180418641,AVOID,5.153172472167456
stock,AMD,1h,0,[],210.02000427246094,206.1341481781006,212.5144318764738,215.00885948048668,0.6419248534790282,1.2838497069580634,AVOID,0.5135398827832254
stock,MSFT,1h,0,[],484.5,467.1624597167969,487.16967164345556,489.8393432869112,0.15398214509367164,0.30796429018734656,AVOID,0.12318571607493863
