total_return_pct,max_drawdown,trades,realized_pnl,timestamp,ts,win_rate,name,losses,total_return_abs,wins,id,avg_return_per_trade
0.06015564226125207,844.8590167430084,220,601.5564226125181,2026-01-07T20:51:33.915180,2026-01-07T20:51:33.915180,0.7772727272727272,fine_sweep_bs30_ps0p05_bs26_ps0p025,48,601.5564226125207,171,43,2.734347375511446
0.12359432341049051,1852.3632924455069,220,1235.943234104893,2026-01-07T20:51:37.347955,2026-01-07T20:51:37.347955,0.7772727272727272,fine_sweep_bs30_ps0p05_bs26_ps0p05,48,1235.943234104905,171,44,5.617923791385877
0.19047279296896485,3046.8895380724625,220,1904.727929689651,2026-01-07T20:51:40.803844,2026-01-07T20:51:40.803844,0.7772727272727272,fine_sweep_bs30_ps0p05_bs26_ps0p075,48,1904.7279296896486,171,45,8.657854225862051
0.06015564226125207,844.8590167430084,220,601.5564226125181,2026-01-07T20:51:44.323665,2026-01-07T20:51:44.323665,0.7772727272727272,fine_sweep_bs30_ps0p05_bs28_ps0p025,48,601.5564226125207,171,46,2.734347375511446
0.12359432341049051,1852.3632924455069,220,1235.943234104893,2026-01-07T20:51:47.524729,2026-01-07T20:51:47.524729,0.7772727272727272,fine_sweep_bs30_ps0p05_bs28_ps0p05,48,1235.943234104905,171,47,5.617923791385877
0.19047279296896485,3046.8895380724625,220,1904.727929689651,2026-01-07T20:51:50.414527,2026-01-07T20:51:50.414527,0.7772727272727272,fine_sweep_bs30_ps0p05_bs28_ps0p075,48,1904.7279296896486,171,48,8.657854225862051
0.06015564226125207,844.8590167430084,220,601.5564226125181,2026-01-07T20:51:53.202391,2026-01-07T20:51:53.202391,0.7772727272727272,fine_sweep_bs30_ps0p05_bs30_ps0p025,48,601.5564226125207,171,49,2.734347375511446
0.12359432341049051,1852.3632924455069,220,1235.943234104893,2026-01-07T20:51:55.953762,2026-01-07T20:51:55.953762,0.7772727272727272,fine_sweep_bs30_ps0p05_bs30_ps0p05,48,1235.943234104905,171,50,5.617923791385877
0.19047279296896485,3046.8895380724625,220,1904.727929689651,2026-01-07T20:51:58.686171,2026-01-07T20:51:58.686171,0.7772727272727272,fine_sweep_bs30_ps0p05_bs30_ps0p075,48,1904.7279296896486,171,51,8.657854225862051
0.0463196809182371,309.27159871152253,117,463.19680918237043,2026-01-07T20:52:01.383808,2026-01-07T20:52:01.383808,0.8290598290598291,fine_sweep_bs30_ps0p05_bs32_ps0p025,19,463.196809182371,97,52,3.958947087028807
0.09462254866204348,653.7887547208902,117,946.2254866204278,2026-01-07T20:52:04.099149,2026-01-07T20:52:04.099149,0.8290598290598291,fine_sweep_bs30_ps0p05_bs32_ps0p05,19,946.2254866204348,97,53,8.087397321542118
0.1449852224392849,1036.530321876162,117,1449.8522243928437,2026-01-07T20:52:06.791506,2026-01-07T20:52:06.791506,0.8290598290598291,fine_sweep_bs30_ps0p05_bs32_ps0p075,19,1449.8522243928492,97,54,12.39189935378499
0.0463196809182371,309.27159871152253,117,463.19680918237043,2026-01-07T20:52:09.476460,2026-01-07T20:52:09.476460,0.8290598290598291,fine_sweep_bs30_ps0p05_bs34_ps0p025,19,463.196809182371,97,55,3.958947087028807
0.09462254866204348,653.7887547208902,117,946.2254866204278,2026-01-07T20:52:12.119731,2026-01-07T20:52:12.119731,0.8290598290598291,fine_sweep_bs30_ps0p05_bs34_ps0p05,19,946.2254866204348,97,56,8.087397321542118
0.1449852224392849,1036.530321876162,117,1449.8522243928437,2026-01-07T20:52:14.906405,2026-01-07T20:52:14.906405,0.8290598290598291,fine_sweep_bs30_ps0p05_bs34_ps0p075,19,1449.8522243928492,97,57,12.39189935378499
0.0463196809182371,309.27159871152253,117,463.19680918237043,2026-01-07T20:52:17.670159,2026-01-07T20:52:17.670159,0.8290598290598291,fine_sweep_bs40_ps0p05_bs36_ps0p025,19,463.196809182371,97,58,3.958947087028807
0.09462254866204348,653.7887547208902,117,946.2254866204278,2026-01-07T20:52:20.479360,2026-01-07T20:52:20.479360,0.8290598290598291,fine_sweep_bs40_ps0p05_bs36_ps0p05,19,946.2254866204348,97,59,8.087397321542118
0.1449852224392849,1036.530321876162,117,1449.8522243928437,2026-01-07T20:52:23.268329,2026-01-07T20:52:23.268329,0.8290598290598291,fine_sweep_bs40_ps0p05_bs36_ps0p075,19,1449.8522243928492,97,60,12.39189935378499
0.04936337984233451,279.0085536988918,116,493.63379842334075,2026-01-07T20:52:26.111443,2026-01-07T20:52:26.111443,0.8362068965517241,fine_sweep_bs40_ps0p05_bs38_ps0p025,18,493.63379842334507,97,61,4.255463779511558
0.10100954794345435,590.6463504452477,116,1010.0954794345386,2026-01-07T20:52:28.852697,2026-01-07T20:52:28.852697,0.8362068965517241,fine_sweep_bs40_ps0p05_bs38_ps0p05,18,1010.0954794345434,97,62,8.707719650297745
0.15503583424887094,937.7358970053501,116,1550.358342488703,2026-01-07T20:52:31.583717,2026-01-07T20:52:31.583717,0.8362068965517241,fine_sweep_bs40_ps0p05_bs38_ps0p075,18,1550.3583424887092,97,63,13.365158124902614
0.03658741118723301,243.60179914445507,89,365.8741118723251,2026-01-07T20:52:34.412200,2026-01-07T20:52:34.412200,0.8314606741573034,fine_sweep_bs40_ps0p05_bs40_ps0p025,14,365.8741118723301,74,64,4.110945077217136
0.07439604700570471,507.66161079989433,89,743.9604700570451,2026-01-07T20:52:37.172130,2026-01-07T20:52:37.172130,0.8314606741573034,fine_sweep_bs40_ps0p05_bs40_ps0p05,14,743.9604700570471,74,65,8.359106405135337
0.11346186092788284,793.4451105955741,89,1134.6186092788334,2026-01-07T20:52:43.085270,2026-01-07T20:52:43.085270,0.8314606741573034,fine_sweep_bs40_ps0p05_bs40_ps0p075,14,1134.6186092788284,74,66,12.748523699762174
0.03658741118723301,243.60179914445507,89,365.8741118723251,2026-01-07T20:52:49.054846,2026-01-07T20:52:49.054846,0.8314606741573034,fine_sweep_bs40_ps0p05_bs42_ps0p025,14,365.8741118723301,74,67,4.110945077217136
0.07439604700570471,507.66161079989433,89,743.9604700570451,2026-01-07T20:52:55.501724,2026-01-07T20:52:55.501724,0.8314606741573034,fine_sweep_bs40_ps0p05_bs42_ps0p05,14,743.9604700570471,74,68,8.359106405135337
0.11346186092788284,793.4451105955741,89,1134.6186092788334,2026-01-07T20:53:02.127493,2026-01-07T20:53:02.127493,0.8314606741573034,fine_sweep_bs40_ps0p05_bs42_ps0p075,14,1134.6186092788284,74,69,12.748523699762174
0.03658741118723301,243.60179914445507,89,365.8741118723251,2026-01-07T20:53:08.745386,2026-01-07T20:53:08.745386,0.8314606741573034,fine_sweep_bs40_ps0p05_bs44_ps0p025,14,365.8741118723301,74,70,4.110945077217136
0.07439604700570471,507.66161079989433,89,743.9604700570451,2026-01-07T20:53:14.972342,2026-01-07T20:53:14.972342,0.8314606741573034,fine_sweep_bs40_ps0p05_bs44_ps0p05,14,743.9604700570471,74,71,8.359106405135337
0.11346186092788284,793.4451105955741,89,1134.6186092788334,2026-01-07T20:53:21.616831,2026-01-07T20:53:21.616831,0.8314606741573034,fine_sweep_bs40_ps0p05_bs44_ps0p075,14,1134.6186092788284,74,72,12.748523699762174
0.023678076807524304,319.8583943441354,220,236.7807680752457,2026-01-07T20:53:28.448100,2026-01-07T20:53:28.448100,0.7772727272727272,fine_sweep_bs30_ps0p02_bs26_ps0p01,48,236.78076807524303,171,73,1.0762762185238441
0.04786678180603394,663.6010006664965,220,478.66781806033543,2026-01-07T20:53:35.257601,2026-01-07T20:53:35.257601,0.7772727272727272,fine_sweep_bs30_ps0p02_bs26_ps0p02,48,478.6678180603394,171,74,2.175762809365161
0.07257580537305149,1032.613355792706,220,725.7580537305063,2026-01-07T20:53:42.292862,2026-01-07T20:53:42.292862,0.7772727272727272,fine_sweep_bs30_ps0p02_bs26_ps0p03,48,725.7580537305148,171,75,3.298900244229574
0.023678076807524304,319.8583943441354,220,236.7807680752457,2026-01-07T20:53:49.158338,2026-01-07T20:53:49.158338,0.7772727272727272,fine_sweep_bs30_ps0p02_bs28_ps0p01,48,236.78076807524303,171,76,1.0762762185238441
0.04786678180603394,663.6010006664965,220,478.66781806033543,2026-01-07T20:53:55.599681,2026-01-07T20:53:55.599681,0.7772727272727272,fine_sweep_bs30_ps0p02_bs28_ps0p02,48,478.6678180603394,171,77,2.175762809365161
0.07257580537305149,1032.613355792706,220,725.7580537305063,2026-01-07T20:54:02.976972,2026-01-07T20:54:02.976972,0.7772727272727272,fine_sweep_bs30_ps0p02_bs28_ps0p03,48,725.7580537305148,171,78,3.298900244229574
