market,symbol,tf,score,reasons,entry,stop,tp1,tp2,rr_tp1,rr_tp2,signal,rank_score
stock,META,1h,53,"['Precio > EMA200', 'EMA50 > EMA200', 'RSI 45–60 y subiendo', 'MACD acelerando']",652.77001953125,635.4169354248047,658.2087981917756,663.6475768523011,0.3134185616322533,0.6268371232645,WATCH,35.0507348493058
stock,PLTR,1h,45,"['Precio > EMA200', 'EMA50 > EMA200', 'RSI 45–60 y subiendo']",184.11500549316406,176.77845985412597,186.81080902521452,189.50661255726502,0.367448614741244,0.7348972294824919,WATCH,30.293958891792997
stock,TSLA,1h,30,"['Precio > EMA200', 'EMA50 > EMA200']",475.4549865722656,433.07375,482.27672109282713,489.09845561338864,0.1609611958567926,0.3219223917135852,WATCH,21.128768956685434
stock,AAPL,1h,15,['EMA50 > EMA200'],273.6700134277344,270.4310585021973,275.3072283501006,276.94444327246686,0.5054762909659065,1.010952581931813,AVOID,9.404381032772726
stock,NVDA,1h,8,['MACD acelerando'],176.39999389648438,173.71830584577842,178.18778593028836,179.97557796409234,0.6666666666666702,1.3333333333333404,AVOID,5.333333333333336
stock,AMD,1h,0,[],208.0919952392578,203.634234199307,211.06383593255836,214.03567662585888,0.6666666666666687,1.3333333333333313,AVOID,0.5333333333333325
stock,AMZN,1h,0,[],223.3699951171875,220.77060485839843,224.8431709233347,226.3163467294819,0.5667389885632167,1.1334779771264334,AVOID,0.4533911908505734
stock,COIN,1h,0,[],255.69000244140625,245.566003036499,260.73347452184134,265.77694660227644,0.4981699305504163,0.9963398611008326,AVOID,0.3985359444403331
stock,MSFT,1h,0,[],474.67999267578125,468.5256048583984,477.5339252226264,480.38785776947157,0.46372322179378067,0.9274464435875613,AVOID,0.37097857743502455
