market,symbol,tf,score,reasons,entry,stop,tp1,tp2,rr_tp1,rr_tp2,signal,rank_score
crypto,SOL/USD,1h,30,"['RSI 45–60 y subiendo', 'MACD cruce alcista']",129.2,124.6536,130.04068176693778,130.88136353387554,0.18491152712867173,0.3698230542573372,WATCH,21.147929221702935
crypto,SOL/USD,4h,23,"['RSI 45–60 y subiendo', 'MACD acelerando']",129.2,123.25065000000001,131.65883387662393,134.11766775324787,0.41329454085302586,0.8265890817060517,AVOID,14.13063563268242
crypto,ETH/USD,1h,23,"['MACD acelerando', 'Volumen fuerte']",2932.88,2868.89345,2951.186965619648,2969.4939312392958,0.28610646486875807,0.572212929737509,AVOID,14.028885171895002
crypto,BNB/USD,1h,15,['Volumen fuerte'],859.19,844.7052500000001,863.8002665348247,868.4105330696493,0.3182841633321006,0.6365683266642012,AVOID,9.25462733066568
crypto,BTC/USD,4h,8,['MACD acelerando'],87487.92,84942.14505,88520.06019229275,89552.20038458549,0.4054326138658684,0.8108652277317367,AVOID,5.124346091092694
crypto,BTC/USD,1h,8,['MACD acelerando'],87487.92,84972.005,87949.47939650141,88411.03879300282,0.18345587847817332,0.36691175695634665,AVOID,4.946764702782539
crypto,ETH/USD,4h,0,[],2932.88,2856.49563346881,2983.8029110207935,3034.725822041587,0.6666666666666666,1.3333333333333333,AVOID,0.5333333333333333
crypto,BNB/USD,4h,0,[],859.19,838.29745,870.8453367366898,882.5006734733794,0.5578704723305534,1.1157409446611013,AVOID,0.44629637786444054
