market,symbol,tf,score,reasons,entry,stop,tp1,tp2,rr_tp1,rr_tp2,signal,rank_score
crypto,ETH/USD,1h,45,"['Precio > EMA200', 'EMA50 > EMA200', 'RSI 45–60 y subiendo']",3153.69,3065.9333,3168.103227235621,3182.516454471242,0.16424076151018663,0.32848152302037326,WATCH,30.13139260920815
crypto,BTC/USD,4h,38,"['Precio > EMA200', 'MACD acelerando', 'Volumen fuerte']",92606.4,86390.82525,93331.45075519971,94056.50151039944,0.11665063720771991,0.23330127441544216,WATCH,25.893320509766177
crypto,SOL/USD,1h,30,"['Precio > EMA200', 'EMA50 > EMA200']",134.87,130.345,135.63016554758897,136.39033109517794,0.16799238620750667,0.33598477241501334,WATCH,21.134393908966004
crypto,ETH/USD,4h,30,"['Precio > EMA200', 'EMA50 > EMA200']",3153.69,2899.81805,3185.087432709548,3216.4848654190955,0.1236742881974473,0.24734857639489283,WATCH,21.09893943055796
crypto,BNB/USD,1h,30,"['Precio > EMA200', 'EMA50 > EMA200']",899.1,865.2121999999999,903.0381294585795,906.9762589171589,0.11621083276516919,0.23242166553033503,WATCH,21.092968666212133
crypto,BTC/USD,1h,30,"['Precio > EMA200', 'EMA50 > EMA200']",92606.4,89205.7698,92964.01615968274,93321.63231936547,0.10516173139988706,0.21032346279976985,WATCH,21.08412938511991
crypto,BNB/USD,4h,23,"['Precio > EMA200', 'MACD acelerando']",899.1,843.2227,906.3761363285713,913.6522726571426,0.13021631912371007,0.26043263824742013,AVOID,13.904173055298967
crypto,SOL/USD,4h,15,['Precio > EMA200'],134.87,121.77805,136.5299272160782,138.18985443215638,0.1267899141134962,0.2535798282269924,AVOID,9.101431931290797
